,lat,lon,household_cnt
0,34.982555,127.583121,0
1,34.978283,127.591379,0
2,34.967477,127.584172,0
3,34.965288,127.576791,0
4,34.969006,127.565044,0
5,34.971405,127.578227,0
6,34.962984,127.572741,0
7,34.972149,127.582363,0
8,34.978286,127.586823,0
9,34.972852,127.582272,0
10,34.971725,127.582267,0
11,34.97733,127.592172,0
12,34.984021,127.584767,0
13,34.964686,127.569501,0
14,34.96417,127.576633,0
15,34.967927,127.570974,0
16,34.974636,127.609007,0
17,34.973161,127.610219,0
18,34.983559,127.57891,0
19,34.96448,127.570006,0
20,34.975001,127.575482,0
21,34.969653,127.612524,0
22,34.982272,127.58999,0
23,34.982409,127.577415,0
24,34.969387,127.568404,0
25,34.976475,127.574215,0
26,34.977928,127.574777,0
27,34.967404,127.568414,0
28,34.967952,127.610419,0
29,34.975321,127.592489,0
30,34.969854,127.562805,0
31,34.934619,127.697087,0
32,34.934616,127.69573,0
33,34.932653,127.696853,0
34,34.93217,127.690977,0
35,34.931482,127.69365,0
36,34.936801,127.693565,0
37,34.934728,127.690114,0
38,34.941885,127.700684,0
39,34.942507,127.693434,0
40,34.943388,127.699693,0
41,34.945706,127.68589,0
42,34.945356,127.689866,0
43,34.943201,127.689808,0
44,34.941712,127.685927,0
45,34.941017,127.692279,0
46,34.9554,127.687112,0
47,34.946463,127.696463,0
48,34.951606,127.691211,0
49,34.953878,127.691279,0
50,34.953929,127.690052,0
51,34.956343,127.689441,0
52,34.953125,127.689322,0
53,34.95607,127.69196,0
54,34.953971,127.692384,0
55,34.95093,127.687589,0
56,34.943798,127.701356,0
57,34.949411,127.696507,0
58,34.939984,127.708354,0
59,34.955572,127.690944,0
60,34.951843,127.688735,0
61,34.951398,127.694638,0
62,34.951639,127.689984,0
63,34.941416,127.697007,0
64,34.952379,127.701259,0
65,34.951116,127.700913,0
66,34.939212,127.698898,0
67,34.954945,127.688975,0
68,34.938236,127.687123,0
69,34.96473,127.720607,0
70,34.965631,127.720112,0
71,34.966717,127.718082,0
72,34.966286,127.71908,0
73,34.965748,127.716059,0
74,34.966349,127.714951,0
75,34.965156,127.713729,0
76,34.967653,127.713556,0
77,34.964486,127.712395,0
78,34.961383,127.727233,0
79,34.943385,127.741667,0
80,34.942922,127.748806,0
